word,count,weight
data,68,6.215
spark,30,2.742
aws,27,2.468
using,26,2.376
hadoop,19,1.736
big,18,1.645
kafka,14,1.279
cluster,14,1.279
worked,13,1.188
hive,13,1.188
streaming,13,1.188
apache,10,0.914
hdfs,9,0.822
s3,8,0.731
sqoop,7,0.639
structured,7,0.639
cloud,7,0.639
hortonworks,7,0.639
tools,6,0.548
database,6,0.548
security,6,0.548
cloudera,6,0.548
systems,5,0.457
files,5,0.457
processing,5,0.457
experience,5,0.457
integrated,5,0.457
development,5,0.457
amazon,5,0.457
performed,5,0.457
clusters,5,0.457
sql,5,0.457
system,5,0.457
process,4,0.365
like,4,0.365
performance,4,0.365
create,4,0.365
ambari,4,0.365
services,4,0.365
responsible,4,0.365
defined,4,0.365
load,4,0.365
pipeline,4,0.365
aws.,4,0.365
ranger,4,0.365
handled,4,0.365
kerberos,4,0.365
yarn,3,0.274
manager,3,0.274
cassandra,3,0.274
data.,3,0.274
jenkins,3,0.274
broker,3,0.274
emr,3,0.274
python,3,0.274
kerberos.,3,0.274
real,3,0.274
etl,3,0.274
mysql,3,0.274
handson,3,0.274
applications,3,0.274
implemented,3,0.274
formation,3,0.274
functions,3,0.274
git,3,0.274
kinesis,3,0.274
processing.,3,0.274
avro,3,0.274
redshift,3,0.274
loading,3,0.274
zookeeper,3,0.274
developed,3,0.274
engineering,3,0.274
scheduling,3,0.274
setup,3,0.274
lambda,3,0.274
dynamodb,3,0.274
scala.,3,0.274
configured,3,0.274
user,3,0.274
log,3,0.274
upgrades,3,0.274
scripting,3,0.274
distributions,3,0.274
oozie,3,0.274
jobs,3,0.274
flume,3,0.274
engineer,2,0.182
decision,2,0.182
engine,2,0.182
patches,2,0.182
managed,2,0.182
iam,2,0.182
schema.,2,0.182
scripts,2,0.182
importexport,2,0.182
metadata,2,0.182
realtime,2,0.182
developer,2,0.182
custom,2,0.182
migrated,2,0.182
ecosystem,2,0.182
hdfs.,2,0.182
cicd,2,0.182
sqoop.,2,0.182
testing,2,0.182
kibana,2,0.182
designed,2,0.182
extract,2,0.182
programming,2,0.182
writing,2,0.182
version,2,0.182
configure,2,0.182
funneled,2,0.182
language,2,0.182
high,2,0.182
endtoend,2,0.182
created,2,0.182
platform.,2,0.182
systems.,2,0.182
ingestion,2,0.182
optimizing,2,0.182
hbase,2,0.182
il,2,0.182
day,2,0.182
queries,2,0.182
warehouse,2,0.182
templates,2,0.182
bucket,2,0.182
shell,2,0.182
procedures,2,0.182
team,2,0.182
business,2,0.182
airflow,2,0.182
messages,2,0.182
functional,2,0.182
2002,2,0.182
2004,2,0.182
formats,2,0.182
consultant@gmail.com,2,0.182
perform,2,0.182
job,2,0.182
999,2,0.182
buckets,2,0.182
json,2,0.182
system.,2,0.182
rds,2,0.182
time,2,0.182
memory,2,0.182
relational,2,0.182
unix,2,0.182
partitioning,2,0.182
tuning,2,0.182
hiveql,2,0.182
extraction,2,0.182
kafka.,2,0.182
new,2,0.182
storage,2,0.182
integration,2,0.182
knowledge,2,0.182
terabytes,2,0.182
capacity,2,0.182
support,2,0.182
maintenance,2,0.182
transformations,2,0.182
able,2,0.182
optimize,2,0.182
project,2,0.182
xml,2,0.182
web,2,0.182
application,2,0.182
databases,2,0.182
bucketing,2,0.182
topics.,2,0.182
building,2,0.182
tables,2,0.182
ci,2,0.182
analysis,2,0.182
9999999,2,0.182
lake,2,0.182
extracting,2,0.182
distribution,1,0.091
sync,1,0.091
store,1,0.091
resources.,1,0.091
troy,1,0.091
batches,1,0.091
input,1,0.091
fault,1,0.091
arbitron  columbia,1,0.091
udfs,1,0.091
installation,1,0.091
common,1,0.091
nosql:,1,0.091
optimized,1,0.091
updates,1,0.091
insightful,1,0.091
quality,1,0.091
pipelines,1,0.091
3+,1,0.091
groups,1,0.091
vpc.,1,0.091
clients,1,0.091
spark.,1,0.091
utilize,1,0.091
approaches,1,0.091
s3.,1,0.091
execute,1,0.091
task,1,0.091
format,1,0.091
customer,1,0.091
