word,count,weight
Jha,1,0.07022%
installation,1,0.07022%
Impala,1,0.07022%
Hive.,1,0.07022%
Storage.,1,0.07022%
Orc,1,0.07022%
Lake,1,0.07022%
Batch,1,0.07022%
batches,1,0.07022%
input,1,0.07022%
decision,1,0.07022%
developing,1,0.07022%
Marathon,1,0.07022%
Databases,1,0.07022%
Premise,1,0.07022%
Dockers,1,0.07022%
stored,1,0.07022%
investments,1,0.07022%
offering,1,0.07022%
MVPD,1,0.07022%
clients,1,0.07022%
DataProc,1,0.07022%
highly,1,0.07022%
materialized,1,0.07022%
testing,1,0.07022%
control,1,0.07022%
Aggregation,1,0.07022%
directly,1,0.07022%
Reduce,1,0.07022%
Internet,1,0.07022%
917-338-9629,1,0.07022%
certificates,1,0.07022%
SKILLS,1,0.07022%
create,1,0.07022%
Education,1,0.07022%
Transformations,1,0.07022%
spark,1,0.07022%
WPF,1,0.07022%
apply,1,0.07022%
southern,1,0.07022%
terms,1,0.07022%
million,1,0.07022%
states.,1,0.07022%
cost,1,0.07022%
Linux,1,0.07022%
Technology,1,0.07022%
Grafana,1,0.07022%
Running,1,0.07022%
RDS,1,0.07022%
querying.,1,0.07022%
Proc,1,0.07022%
4.0/4.0),1,0.07022%
Docker,1,0.07022%
ecosystem,1,0.07022%
real,1,0.07022%
Completed,1,0.07022%
behalf,1,0.07022%
track,1,0.07022%
While,1,0.07022%
Scientists,1,0.07022%
contracted,1,0.07022%
sensor,1,0.07022%
Designed,1,0.07022%
pull,1,0.07022%
Client-Side,1,0.07022%
ENGINEER,1,0.07022%
fetching,1,0.07022%
Rest,1,0.07022%
conjunction,1,0.07022%
existing,1,0.07022%
frameworks.,1,0.07022%
Virtual,1,0.07022%
Processing,1,0.07022%
Real-Time,1,0.07022%
(HQL),1,0.07022%
duplicate,1,0.07022%
On,1,0.07022%
technologies,1,0.07022%
communication,1,0.07022%
enrichment,1,0.07022%
Hicksville,1,0.07022%
transforming,1,0.07022%
Engineer,1,0.07022%
scalable,1,0.07022%
lakes,1,0.07022%
Firehose,1,0.07022%
Flink,1,0.07022%
SCD,1,0.07022%
source,1,0.07022%
version,1,0.07022%
writing,1,0.07022%
“IoT,1,0.07022%
Future,1,0.07022%
C,1,0.07022%
C++,1,0.07022%
R,1,0.07022%
Script,1,0.07022%
Angular.js,1,0.07022%
5.0/4.0.,1,0.07022%
HTML5,1,0.07022%
worked,1,0.07022%
hive,1,0.07022%
execution,1,0.07022%
Performance,1,0.07022%
bucketing.,1,0.07022%
Long,1,0.07022%
kislayJha000@gmail.com,1,0.07022%
Frames,1,0.07022%
Tungsten,1,0.07022%
executive,1,0.07022%
Through,1,0.07022%
power,1,0.07022%
stations,1,0.07022%
Hands-on,1,0.07022%
basis,1,0.07022%
Research,1,0.07022%
Certifications,1,0.07022%
Kettle,1,0.07022%
Snowball,1,0.07022%
hybrid,1,0.07022%
Amazon/AWS,1,0.07022%
functions,1,0.07022%
“Gallium,1,0.07022%
PROFESSIONAL,1,0.07022%
Computing,1,0.07022%
year,1,0.07022%
empowered,1,0.07022%
Searching,1,0.07022%
(Elasticsearch,1,0.07022%
Logstash,1,0.07022%
Languages,1,0.07022%
Platforms,1,0.07022%
cable,1,0.07022%
calculate,1,0.07022%
“Project,1,0.07022%
Vantage,1,0.07022%
act,1,0.07022%
construct,1,0.07022%
internet,1,0.07022%
consumer,1,0.07022%
Set,1,0.07022%
live,1,0.07022%
residing,1,0.07022%
aspects,1,0.07022%
involving,1,0.07022%
Useed,1,0.07022%
3.575/4.0),1,0.07022%
Redis,1,0.07022%
internal,1,0.07022%
mining,1,0.07022%
Set-up,1,0.07022%
processes,1,0.07022%
Merge,1,0.07022%
Join,1,0.07022%
Funnel,1,0.07022%
container,1,0.07022%
Institute,1,0.07022%
PostgreSQL,1,0.07022%
MariaDB,1,0.07022%
architectures,1,0.07022%
JQuery,1,0.07022%
Knockout,1,0.07022%
JS.,1,0.07022%
VMWare,1,0.07022%
high,1,0.07022%
long-term,1,0.07022%
end,1,0.07022%
sets,1,0.07022%
Streams,1,0.07022%
Service,1,0.07022%
OLTP,1,0.07022%
Delhi,1,0.07022%
Clusters.,1,0.07022%
Ranger,1,0.07022%
Able,1,0.07022%
document,1,0.07022%
Visual,1,0.07022%
Framework,1,0.07022%
Forms,1,0.07022%
Deep,1,0.07022%
Learning,1,0.07022%
optimizing,1,0.07022%
HIVE,1,0.07022%
(ASEE),1,0.07022%
Troubleshooting,1,0.07022%
(SOAP+GET+POST),1,0.07022%
WEB,1,0.07022%
4.0,1,0.07022%
map,1,0.07022%
GA,1,0.07022%
located,1,0.07022%
currently,1,0.07022%
base.,1,0.07022%
serves,1,0.07022%
expansion,1,0.07022%
moving,1,0.07022%
repositories,1,0.07022%
well,1,0.07022%
MOBILE,1,0.07022%
8+,1,0.07022%
Zeppelin,1,0.07022%
aggregate,1,0.07022%
Monolithic,1,0.07022%
Awards,1,0.07022%
Awarded,1,0.07022%
Kubernetes,1,0.07022%
microservices,1,0.07022%
Dynamo,1,0.07022%
Native,1,0.07022%
MapR,1,0.07022%
ways,1,0.07022%
App.,1,0.07022%
specs,1,0.07022%
S3.,1,0.07022%
Presentations,1,0.07022%
(AWS).,1,0.07022%
Elasticsearch,1,0.07022%
SOLR,1,0.07022%
Skills,1,0.07022%
INTERN,1,0.07022%
CouchDB,1,0.07022%
distributed,1,0.07022%
Networks,1,0.07022%
JSON,1,0.07022%
York,1,0.07022%
Implementation,1,0.07022%
automation,1,0.07022%
scheduling.,1,0.07022%
critical,1,0.07022%
Lookup,1,0.07022%
Noida,1,0.07022%
Relational,1,0.07022%
React,1,0.07022%
video,1,0.07022%
mergers,1,0.07022%
innovative,1,0.07022%
intelligent,1,0.07022%
multiscreen,1,0.07022%
analytics.,1,0.07022%
chose,1,0.07022%
SQl,1,0.07022%
silos,1,0.07022%
indexes.,1,0.07022%
concepts,1,0.07022%
security,1,0.07022%
Python,1,0.07022%
React.js,1,0.07022%
CSS,1,0.07022%
join,1,0.07022%
engineering,1,0.07022%
requirements.,1,0.07022%
Bachelor,1,0.07022%
feed,1,0.07022%
transformations.,1,0.07022%
holding,1,0.07022%
It,1,0.07022%
implantation,1,0.07022%
scheduling,1,0.07022%
daily.,1,0.07022%
enrichment.,1,0.07022%
Hbase,1,0.07022%
Tex,1,0.07022%
Maven,1,0.07022%
Hcatalog,1,0.07022%
Provided,1,0.07022%
Microwave,1,0.07022%
DEVELOPMENT,1,0.07022%
SUMMARY,1,0.07022%
modern,1,0.07022%
Centers,1,0.07022%
Stack,1,0.07022%
Files,1,0.07022%
network,1,0.07022%
offered,1,0.07022%
sponsors.,1,0.07022%
tasks,1,0.07022%
MyShield,1,0.07022%
reporting,1,0.07022%
Poste,1,0.07022%
Kislay,1,0.07022%
(Cloudera,1,0.07022%
sponsor,1,0.07022%
Hands,1,0.07022%
perform,1,0.07022%
documentation.,1,0.07022%
PHYSICS,1,0.07022%
details,1,0.07022%
team,1,0.07022%
job,1,0.07022%
making,1,0.07022%
users.,1,0.07022%
Sort,1,0.07022%
designing,1,0.07022%
AngularJS,1,0.07022%
multi-node,1,0.07022%
intent,1,0.07022%
platform,1,0.07022%
addressability,1,0.07022%
meetings,1,0.07022%
documentation,1,0.07022%
skilled,1,0.07022%
steam,1,0.07022%
Layer,1,0.07022%
prototype,1,0.07022%
partitions,1,0.07022%
types,1,0.07022%
server,1,0.07022%
error,1,0.07022%
handling,1,0.07022%
skills,1,0.07022%
targets,1,0.07022%
logics,1,0.07022%
Server,1,0.07022%
Loaded,1,0.07022%
EduPristine,1,0.07022%
Programing,1,0.07022%
Challenges,1,0.07022%
infrastructure,1,0.07022%
pre-production,1,0.07022%
ADO.NET,1,0.07022%
Posh,1,0.07022%
cost-based,1,0.07022%
plan.,1,0.07022%
PIG,1,0.07022%
cloud-based,1,0.07022%
extensively,1,0.07022%
Georgia,1,0.07022%
Alabama.,1,0.07022%
U.S.,1,0.07022%
notebooks,1,0.07022%
Informatica,1,0.07022%
Glue,1,0.07022%
Scala/Python,1,0.07022%
MongoDBArangoDB,1,0.07022%
Dissertation,1,0.07022%
Physics,1,0.07022%
designing”.,1,0.07022%
Honor,1,0.07022%
Upsilon,1,0.07022%
Pi,1,0.07022%
Academic,1,0.07022%
Swarm,1,0.07022%
Orchestration,1,0.07022%
company’s,1,0.07022%
Configured,1,0.07022%
receive,1,0.07022%
goals.,1,0.07022%
third-party,1,0.07022%
analyze,1,0.07022%
brought,1,0.07022%
needs.,1,0.07022%
Shields,1,0.07022%
Set-Up,1,0.07022%
speed.,1,0.07022%
transform,1,0.07022%
administration,1,0.07022%
3/4/5,1,0.07022%
TSQL,1,0.07022%
BIG,1,0.07022%
importing,1,0.07022%
relational,1,0.07022%
Haoop,1,0.07022%
01/2012-06/2012,1,0.07022%
Storage,1,0.07022%
MongoDB,1,0.07022%
lambda,1,0.07022%
Business,1,0.07022%
divide,1,0.07022%
Language,1,0.07022%
insights,1,0.07022%
Remove,1,0.07022%
Pivot,1,0.07022%
Shared,1,0.07022%
Master,1,0.07022%
With,1,0.07022%
YARN,1,0.07022%
Migration,1,0.07022%
Ajax,1,0.07022%
Integrating,1,0.07022%
focus,1,0.07022%
rich,1,0.07022%
ability,1,0.07022%
Building,1,0.07022%
scratch,1,0.07022%
performant,1,0.07022%
tolerant,1,0.07022%
multi-tenant.,1,0.07022%
Stores,1,0.07022%
VPC,1,0.07022%
HBase.,1,0.07022%
Things”,1,0.07022%
Authentication,1,0.07022%
SSL,1,0.07022%
implementations.,1,0.07022%
MVVM,1,0.07022%
optimize,1,0.07022%
map-side,1,0.07022%
form,1,0.07022%
headquartered,1,0.07022%
offices,1,0.07022%
drives,1,0.07022%
grids,1,0.07022%
on-prem,1,0.07022%
scalability.,1,0.07022%
regular,1,0.07022%
Athena,1,0.07022%
performed,1,0.07022%
entitled,1,0.07022%
Nitride,1,0.07022%
Circuit,1,0.07022%
Scholarship,1,0.07022%
2016,1,0.07022%
Mesos,1,0.07022%
search,1,0.07022%
uses,1,0.07022%
help,1,0.07022%
Once,1,0.07022%
array,1,0.07022%
deliverables,1,0.07022%
engaged,1,0.07022%
Slomin,1,0.07022%
locations.,1,0.07022%
analysis.,1,0.07022%
increase,1,0.07022%
UNIX,1,0.07022%
ETLs,1,0.07022%
configuration,1,0.07022%
major,1,0.07022%
distributions,1,0.07022%
CDH,1,0.07022%
2.3/2.4,1,0.07022%
ANSI,1,0.07022%
Captured,1,0.07022%
Warehouses,1,0.07022%
Intelligence,1,0.07022%
Analytics,1,0.07022%
Programming,1,0.07022%
Neural,1,0.07022%
Parquet,1,0.07022%
EXPERIENCE,1,0.07022%
11/2016-present,1,0.07022%
Processing.,1,0.07022%
Aggregator,1,0.07022%
SQLite,1,0.07022%
movement,1,0.07022%
channels,1,0.07022%
pipeline,1,0.07022%
speed,1,0.07022%
instances,1,0.07022%
generate,1,0.07022%
terabytes,1,0.07022%
pipeline.,1,0.07022%
BigQuery.,1,0.07022%
Participated,1,0.07022%
platforms,1,0.07022%
Analysis,1,0.07022%
SQS,1,0.07022%
tables,1,0.07022%
debugging,1,0.07022%
HIVE.,1,0.07022%
SQOOP.,1,0.07022%
back,1,0.07022%
(Mumbai),1,0.07022%
Map,1,0.07022%
HiveSqoop,1,0.07022%
Sentry,1,0.07022%
partner,1,0.07022%
Operations,1,0.07022%
Entity,1,0.07022%
Unix,1,0.07022%
Tune,1,0.07022%
optimization.,1,0.07022%
accordance,1,0.07022%
Extract,1,0.07022%
Real,1,0.07022%
Performance/Memory,1,0.07022%
top,1,0.07022%
Birmingham,1,0.07022%
second,1,0.07022%
customers,1,0.07022%
strategy,1,0.07022%
areas.,1,0.07022%
reduced,1,0.07022%
extracting,1,0.07022%
ingest,1,0.07022%
Defense,1,0.07022%
pipe,1,0.07022%
SSPL,1,0.07022%
(Solid,1,0.07022%
Laboratory),1,0.07022%
DRDO,1,0.07022%
Architecture,1,0.07022%
Setting,1,0.07022%
Container,1,0.07022%
Kibana),1,0.07022%
Database,1,0.07022%
marketers,1,0.07022%
place,1,0.07022%
commercials,1,0.07022%
precision.,1,0.07022%
Communicated,1,0.07022%
virtual,1,0.07022%
jobs,1,0.07022%
file,1,0.07022%
Well-versed,1,0.07022%
HDP,1,0.07022%
Lucene,1,0.07022%
DATA,1,0.07022%
RESTful,1,0.07022%
web,1,0.07022%
massively,1,0.07022%
Avro,1,0.07022%
Spark-SQL,1,0.07022%
Filter,1,0.07022%
Elastic,1,0.07022%
MySQL,1,0.07022%
building,1,0.07022%
05/2015-11/2016,1,0.07022%
02/2014-05/2015,1,0.07022%
broadband,1,0.07022%
communications,1,0.07022%
To,1,0.07022%
06/2012-02/14,1,0.07022%
communication.,1,0.07022%
disciplines,1,0.07022%
